location,region,Image URL,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24
Kenya,Africa,https://www.countryflags.io/ke/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,7.0,7.0,7.0,7.0,15.0,16.0,25.0,25.0,31.0,31.0,38.0,42.0,50.0,59.0,81.0,110.0,122.0,126.0,142.0,158.0,172.0,179.0,184.0,189.0,191.0,197.0,208.0,216.0,225.0,234.0,246.0,262.0,270.0,281.0,281.0,303.0,320.0,336.0,343.0,355.0,363.0,374.0,384.0,396.0,411.0,435.0,465.0,490.0,535.0,582.0,607.0,621.0,649.0,672.0,700.0,715.0,737.0,758.0,781.0,830.0,887.0,912.0,963.0,1029.0,1109.0,1161.0,1192.0
Kuwait,Asia,https://www.countryflags.io/kw/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,26.0,43.0,45.0,45.0,46.0,56.0,,,58.0,,61.0,64.0,65.0,69.0,72.0,80.0,100.0,104.0,112.0,123.0,130.0,142.0,148.0,159.0,176.0,188.0,189.0,191.0,195.0,208.0,225.0,235.0,255.0,266.0,289.0,317.0,342.0,342.0,479.0,556.0,665.0,743.0,855.0,910.0,993.0,1154.0,1234.0,1300.0,1355.0,1405.0,1524.0,1658.0,1752.0,1915.0,1995.0,2080.0,2248.0,2399.0,2614.0,2892.0,3075.0,3288.0,3440.0,3740.0,4024.0,4377.0,4619.0,4983.0,5278.0,5804.0,6289.0,6567.0,7208.0,7623.0,8688.0,9286.0,10277.0,11028.0,11975.0,12860.0,13802.0,14850.0,15691.0,16764.0,17568.0,18609.0,19564.0,20464.0
Kyrgyz Republic,Asia,https://www.countryflags.io/kg/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,14.0,14.0,16.0,42.0,44.0,44.0,58.0,84.0,84.0,84.0,107.0,112.0,125.0,144.0,144.0,216.0,228.0,270.0,280.0,298.0,339.0,377.0,419.0,430.0,449.0,466.0,489.0,506.0,554.0,568.0,590.0,612.0,631.0,656.0,665.0,682.0,695.0,708.0,729.0,746.0,746.0,769.0,795.0,830.0,843.0,871.0,895.0,906.0,931.0,1002.0,1016.0,1037.0,1044.0,1082.0,1111.0,1117.0,1138.0,1216.0,1243.0,1270.0,1313.0,1350.0,1364.0,1403.0
Lao PDR,Asia,https://www.countryflags.io/la/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,6.0,6.0,6.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,15.0,16.0,16.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
Latvia,Europe,https://www.countryflags.io/lv/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,8.0,10.0,16.0,19.0,26.0,31.0,36.0,61.0,71.0,86.0,111.0,124.0,139.0,180.0,197.0,221.0,244.0,280.0,305.0,376.0,376.0,398.0,446.0,458.0,493.0,509.0,533.0,542.0,548.0,577.0,589.0,612.0,630.0,651.0,655.0,657.0,666.0,675.0,682.0,712.0,727.0,739.0,748.0,761.0,778.0,784.0,804.0,812.0,818.0,836.0,849.0,858.0,870.0,871.0,879.0,896.0,896.0,900.0,909.0,928.0,930.0,939.0,946.0,950.0,951.0,962.0,970.0,997.0,1008.0,1009.0,1012.0,1016.0,1025.0,1030.0,1046.0
Lebanon,Asia,https://www.countryflags.io/lb/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,10.0,13.0,,,16.0,22.0,,32.0,41.0,41.0,61.0,66.0,,93.0,99.0,120.0,120.0,133.0,149.0,163.0,230.0,248.0,267.0,304.0,333.0,368.0,391.0,412.0,438.0,446.0,463.0,479.0,494.0,494.0,520.0,527.0,541.0,548.0,575.0,582.0,609.0,619.0,630.0,632.0,641.0,658.0,663.0,668.0,672.0,673.0,677.0,677.0,682.0,688.0,696.0,704.0,707.0,710.0,717.0,721.0,725.0,729.0,733.0,737.0,740.0,741.0,750.0,784.0,796.0,809.0,845.0,859.0,870.0,878.0,886.0,891.0,902.0,911.0,931.0,954.0,961.0,1024.0,1086.0,1097.0
Lesotho,Africa,https://www.countryflags.io/ls/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Liberia,Africa,https://www.countryflags.io/lr/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,10.0,13.0,14.0,14.0,31.0,31.0,37.0,48.0,50.0,59.0,59.0,59.0,73.0,76.0,81.0,91.0,99.0,101.0,101.0,101.0,117.0,120.0,124.0,133.0,141.0,141.0,141.0,152.0,154.0,158.0,166.0,170.0,178.0,189.0,199.0,199.0,199.0,211.0,212.0,213.0,215.0,219.0,223.0,226.0,229.0,233.0,238.0,240.0,249.0,255.0
Libya,Africa,https://www.countryflags.io/ly/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,8.0,8.0,10.0,10.0,11.0,11.0,18.0,18.0,18.0,19.0,21.0,24.0,24.0,25.0,25.0,26.0,35.0,48.0,49.0,49.0,49.0,49.0,51.0,51.0,59.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,68.0,69.0,71.0,72.0,75.0
Liechtenstein,Europe,https://www.countryflags.io/li/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,4.0,4.0,4.0,7.0,7.0,7.0,25.0,25.0,34.0,36.0,46.0,46.0,47.0,51.0,56.0,60.0,61.0,62.0,64.0,68.0,72.0,75.0,75.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
Lithuania,Europe,https://www.countryflags.io/lt/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,9.0,14.0,17.0,25.0,33.0,48.0,69.0,105.0,143.0,179.0,209.0,274.0,299.0,358.0,394.0,484.0,484.0,533.0,581.0,649.0,771.0,771.0,811.0,843.0,880.0,912.0,955.0,999.0,1053.0,1062.0,1070.0,1070.0,1091.0,1149.0,1239.0,1298.0,1326.0,1350.0,1370.0,1398.0,1410.0,1410.0,1426.0,1438.0,1449.0,1344.0,1375.0,1385.0,1399.0,1406.0,1410.0,1419.0,1423.0,1428.0,1433.0,1436.0,1444.0,1479.0,1485.0,1491.0,1505.0,1511.0,1523.0,1534.0,1541.0,1547.0,1562.0,1577.0,1594.0,1604.0,1616.0
Luxembourg,Europe,https://www.countryflags.io/lu/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,3.0,,5.0,,7.0,7.0,26.0,38.0,,77.0,81.0,140.0,210.0,345.0,484.0,670.0,798.0,875.0,1099.0,1333.0,1453.0,1605.0,1831.0,1950.0,1988.0,2178.0,2319.0,2487.0,2612.0,2729.0,2804.0,2843.0,2970.0,3034.0,3115.0,3223.0,3270.0,3281.0,3292.0,3307.0,3373.0,3444.0,3480.0,3537.0,3550.0,3558.0,3618.0,3654.0,3665.0,3695.0,3711.0,3723.0,3729.0,3741.0,3769.0,3784.0,3802.0,3812.0,3824.0,3828.0,3840.0,3851.0,3859.0,3871.0,3877.0,3886.0,3888.0,3894.0,3904.0,3915.0,3923.0,3930.0,3945.0,3947.0,3958.0,3971.0,3980.0,3981.0,3990.0
"Macedonia, FYR",Europe,https://www.countryflags.io/mk/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,,,,7.0,,9.0,13.0,,13.0,19.0,31.0,42.0,48.0,70.0,85.0,114.0,136.0,148.0,177.0,201.0,219.0,241.0,259.0,285.0,329.0,354.0,354.0,430.0,483.0,483.0,570.0,599.0,617.0,663.0,711.0,760.0,828.0,854.0,908.0,974.0,1081.0,1117.0,1170.0,1207.0,1225.0,1231.0,1259.0,1300.0,1326.0,1367.0,1386.0,1399.0,1421.0,1442.0,1465.0,1494.0,1506.0,1511.0,1518.0,1526.0,1539.0,1572.0,1586.0,1622.0,1642.0,1664.0,1674.0,1694.0,1723.0,1740.0,1762.0,1792.0,1817.0,1839.0,1858.0,1898.0,1921.0,1941.0
Madagascar,Africa,https://www.countryflags.io/mg/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,17.0,19.0,19.0,23.0,24.0,28.0,37.0,44.0,46.0,54.0,59.0,65.0,71.0,72.0,77.0,85.0,93.0,93.0,102.0,102.0,106.0,106.0,108.0,110.0,111.0,117.0,117.0,121.0,121.0,121.0,121.0,121.0,122.0,124.0,124.0,128.0,128.0,128.0,132.0,135.0,135.0,149.0,149.0,158.0,158.0,169.0,169.0,169.0,171.0,186.0,192.0,212.0,230.0,238.0,283.0,304.0,322.0,326.0,371.0,405.0,448.0,448.0
Malawi,Africa,https://www.countryflags.io/mw/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,5.0,8.0,8.0,8.0,9.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,23.0,33.0,33.0,33.0,34.0,36.0,36.0,36.0,37.0,37.0,38.0,39.0,41.0,41.0,43.0,43.0,43.0,56.0,56.0,57.0,58.0,63.0,63.0,63.0,65.0,70.0,70.0,71.0,72.0,72.0,82.0,83.0
Malaysia,Asia,https://www.countryflags.io/my/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,12.0,14.0,15.0,16.0,18.0,18.0,18.0,18.0,19.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,25.0,25.0,29.0,0.0,36.0,50.0,50.0,83.0,93.0,99.0,117.0,129.0,149.0,158.0,197.0,238.0,428.0,553.0,673.0,790.0,900.0,1030.0,1183.0,1306.0,1518.0,1624.0,1796.0,2031.0,2161.0,2320.0,2470.0,2626.0,2766.0,2908.0,3116.0,3333.0,3483.0,3662.0,3793.0,3963.0,4119.0,4228.0,4346.0,4530.0,4683.0,4817.0,4987.0,5072.0,5182.0,5251.0,5305.0,5389.0,5425.0,5482.0,5532.0,5603.0,5691.0,5742.0,5780.0,5820.0,5851.0,5945.0,6002.0,6071.0,6176.0,6298.0,6353.0,6383.0,6428.0,6467.0,6535.0,6589.0,6656.0,6726.0,6742.0,6779.0,6819.0,6855.0,6872.0,6894.0,6941.0,6978.0,7009.0,7059.0,7137.0,7185.0
Maldives,Asia,https://www.countryflags.io/mv/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,6.0,8.0,,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,16.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,21.0,21.0,25.0,29.0,35.0,52.0,69.0,85.0,85.0,110.0,128.0,137.0,214.0,214.0,245.0,277.0,468.0,491.0,519.0,527.0,551.0,573.0,617.0,642.0,644.0,790.0,835.0,897.0,904.0,955.0,982.0,1031.0,1078.0,1094.0,1106.0,1143.0,1186.0,1216.0,1274.0,1303.0
Mali,Africa,https://www.countryflags.io/ml/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,9.0,18.0,18.0,18.0,28.0,36.0,39.0,41.0,45.0,47.0,56.0,59.0,59.0,87.0,105.0,116.0,123.0,144.0,148.0,171.0,190.0,216.0,224.0,246.0,258.0,293.0,309.0,325.0,370.0,389.0,408.0,424.0,482.0,490.0,508.0,544.0,563.0,580.0,612.0,631.0,650.0,668.0,692.0,704.0,712.0,730.0,758.0,779.0,806.0,835.0,860.0,874.0,901.0,931.0,947.0,969.0,1015.0
Malta,Europe,https://www.countryflags.io/mt/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,5.0,6.0,7.0,8.0,18.0,20.0,30.0,38.0,48.0,52.0,64.0,73.0,90.0,107.0,112.0,129.0,134.0,139.0,149.0,151.0,156.0,165.0,184.0,194.0,201.0,206.0,218.0,235.0,254.0,298.0,307.0,342.0,360.0,373.0,384.0,385.0,393.0,408.0,413.0,422.0,426.0,428.0,433.0,444.0,445.0,446.0,447.0,448.0,448.0,450.0,450.0,463.0,465.0,467.0,467.0,477.0,480.0,482.0,484.0,486.0,489.0,490.0,496.0,503.0,503.0,508.0,522.0,532.0,546.0,553.0,558.0,560.0,584.0,599.0,600.0,609.0
Mauritania,Africa,https://www.countryflags.io/mr/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,16.0,29.0,29.0,62.0,81.0,81.0,131.0,173.0,173.0,227.0
Mauritius,Africa,https://www.countryflags.io/mu/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,14.0,28.0,36.0,42.0,48.0,81.0,94.0,102.0,110.0,128.0,143.0,154.0,169.0,186.0,196.0,227.0,244.0,268.0,273.0,314.0,318.0,319.0,324.0,324.0,324.0,324.0,324.0,324.0,325.0,328.0,328.0,328.0,329.0,331.0,331.0,331.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0
Mexico,Americas,https://www.countryflags.io/mx/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,16.0,26.0,41.0,53.0,82.0,93.0,118.0,164.0,203.0,251.0,316.0,367.0,405.0,475.0,585.0,717.0,848.0,993.0,1094.0,1215.0,1378.0,1510.0,1688.0,1890.0,2143.0,2439.0,2785.0,3181.0,3441.0,3844.0,4219.0,4661.0,5014.0,5399.0,5847.0,6297.0,6875.0,7497.0,8261.0,8772.0,9501.0,10544.0,11633.0,12872.0,13842.0,14677.0,15529.0,16752.0,17799.0,19224.0,20739.0,22088.0,23471.0,24905.0,26025.0,27634.0,29616.0,31522.0,33460.0,35022.0,36327.0,38324.0,40186.0,42595.0,45032.0,47144.0,49219.0,51633.0,54346.0,56594.0,59567.0,62527.0,65856.0
Moldova,Europe,https://www.countryflags.io/md/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,4.0,6.0,8.0,20.0,23.0,29.0,30.0,36.0,49.0,66.0,80.0,94.0,109.0,125.0,149.0,177.0,199.0,231.0,263.0,298.0,353.0,423.0,505.0,591.0,752.0,864.0,965.0,1056.0,1174.0,1289.0,1438.0,1560.0,1662.0,1712.0,1934.0,2049.0,2154.0,2264.0,2351.0,2472.0,2548.0,2614.0,2778.0,2926.0,3110.0,3304.0,3408.0,3481.0,3638.0,3771.0,3897.0,3980.0,4052.0,4121.0,4248.0,4363.0,4476.0,4605.0,4728.0,4867.0,4927.0,4995.0,5154.0,5406.0,5553.0,5745.0,5934.0,6060.0,6138.0,6340.0,6553.0,6704.0,6847.0,6994.0
Monaco,Europe,https://www.countryflags.io/mc/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,3.0,7.0,9.0,9.0,9.0,11.0,12.0,18.0,23.0,23.0,27.0,31.0,33.0,42.0,43.0,46.0,49.0,52.0,55.0,60.0,64.0,66.0,73.0,77.0,79.0,81.0,84.0,90.0,92.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,98.0
Mongolia,Asia,https://www.countryflags.io/mn/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,4.0,5.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,30.0,30.0,31.0,31.0,31.0,32.0,34.0,35.0,35.0,36.0,36.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,40.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,61.0,61.0,135.0,136.0,140.0,140.0,140.0,140.0,141.0,141.0,141.0
Montenegro,Europe,https://www.countryflags.io/me/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,13.0,14.0,14.0,21.0,27.0,47.0,53.0,67.0,75.0,84.0,85.0,91.0,109.0,123.0,144.0,174.0,201.0,214.0,233.0,241.0,249.0,252.0,257.0,263.0,272.0,274.0,283.0,288.0,303.0,303.0,307.0,308.0,312.0,313.0,315.0,319.0,319.0,320.0,321.0,321.0,321.0,322.0,322.0,322.0,322.0,322.0,323.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
Morocco,Africa,https://www.countryflags.io/ma/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,18.0,28.0,37.0,44.0,54.0,63.0,86.0,96.0,115.0,134.0,170.0,225.0,275.0,345.0,358.0,479.0,556.0,617.0,654.0,708.0,708.0,919.0,1021.0,1120.0,1184.0,1275.0,1374.0,1448.0,1545.0,1661.0,1763.0,1888.0,2024.0,2283.0,2564.0,2685.0,2855.0,3046.0,3209.0,3377.0,3568.0,3758.0,3897.0,4065.0,4120.0,4252.0,4321.0,4423.0,4569.0,4729.0,4903.0,5043.0,5219.0,5408.0,5548.0,5711.0,5910.0,6063.0,6281.0,6418.0,6512.0,6607.0,6652.0,6741.0,6870.0,6952.0,7023.0,7133.0,7211.0,7332.0,7406.0
Mozambique,Africa,https://www.countryflags.io/mz/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,17.0,20.0,20.0,21.0,27.0,28.0,29.0,31.0,34.0,35.0,39.0,39.0,39.0,41.0,46.0,65.0,70.0,76.0,76.0,76.0,76.0,76.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,82.0,87.0,91.0,103.0,104.0,107.0,115.0,119.0,129.0,137.0,145.0,146.0,156.0,162.0,164.0,168.0
