Date,Latitude,Longitude,city_confirmedCount,city_curedCount,city_deadCount,city_suspectedCount,cityEnglishName
04-02,24.5081859,117.6496027,20.0,20.0,0.0,0.0,Zhangzhou
04-02,21.2745127,110.3541291,24.0,22.0,0.0,2.0,Zhanjiang
04-02,23.0515551,112.4728451,20.0,18.0,1.0,0.0,Zhaoqing
04-02,27.3376718,103.7144348,25.0,25.0,0.0,0.0,Zhaotong
04-02,32.2139599,119.458012,12.0,12.0,0.0,0.0,Zhenjiang
04-02,22.5213807,113.3656141,68.0,68.0,0.0,0.0,Zhongshan
04-02,29.9873344,122.2030363,10.0,10.0,0.0,0.0,Zhoushan
04-02,22.2305196,113.5462439,103.0,97.0,1.0,1.0,Zhuhai
04-02,27.8394983,113.1482168,80.0,80.0,0.0,0.0,Zhuzhou
04-02,36.8047833,118.0444472,30.0,29.0,1.0,0.0,Zibo
04-02,29.342000800000005,104.7761594,9.0,9.0,0.0,0.0,Zigong
04-02,30.1235983,104.6481144,4.0,4.0,0.0,0.0,Ziyang
04-01,32.7165184,108.9912989,26.0,26.0,0.0,0.0,Ankang
04-01,41.108124200000006,122.9899705,5.0,4.0,0.0,0.0,Anshan
04-01,36.5459108,104.133956,4.0,4.0,0.0,0.0,Baiyin
04-01,39.5898316,117.41230952752552,60.0,58.0,2.0,0.0,Baodi District
04-01,38.8579735,115.490696,32.0,32.0,0.0,0.0,Baoding
04-01,34.364581099999995,107.2332184,13.0,13.0,0.0,0.0,Baoji
04-01,31.4066338,121.4851577,9.0,9.0,0.0,0.0,Baoshan
04-01,31.4066338,121.4851577,22.0,19.0,1.0,0.0,Baoshan District
04-01,40.6549157,109.8344586,11.0,11.0,0.0,0.0,Baotou
04-01,40.7411867,107.3826113,8.0,7.0,1.0,0.0,Bayannur
04-01,31.8689322,106.7416618,24.0,24.0,0.0,0.0,Bazhong
04-01,39.24931055,117.19869893358988,6.0,6.0,0.0,0.0,Beichen District
04-01,41.297577,123.7646562,3.0,3.0,0.0,0.0,Benxi
04-01,39.00157720000001,117.7116387,3.0,3.0,0.0,0.0,Binhai New Area
04-01,38.3042796,116.8511597,48.0,45.0,3.0,0.0,Cangzhou
04-01,31.2092762,121.3899859,13.0,13.0,0.0,0.0,Changning District
04-01,40.2141429,116.17226818841999,29.0,10.0,0.0,0.0,Changping District
04-01,36.1829336,113.0985394,8.0,8.0,0.0,0.0,Changzhi
04-01,39.92044979999999,116.43691090000002,6.0,5.0,1.0,0.0,Chaoyang
04-01,39.92044979999999,116.43691090000002,72.0,0.0,0.0,0.0,Chaoyang District
04-01,23.6566146,116.6205482,6.0,5.0,0.0,0.0,Chaozhou
04-01,40.957718,117.9543248,7.0,7.0,0.0,0.0,Chengde
04-01,30.662420500000003,104.0633219,157.0,141.5,3.0,13.0,Chengdu
04-01,42.2799929,118.9426131,9.0,9.0,0.0,0.0,Chifeng
04-01,31.6313393,121.5337768,4.0,4.0,0.0,0.0,Chongming District
04-01,25.4320355,101.7047854,4.0,4.0,0.0,0.0,Chuxiong
04-01,13.922542000000002,44.768269,13.0,13.0,0.0,0.0,Dali
04-01,38.9181714,121.6282945,24.0,19.0,0.0,0.0,Dalian
04-01,40.128668,124.3863404,11.0,11.0,0.0,0.0,Dandong
04-01,40.0921758,113.2950953,12.0,12.0,0.0,0.0,Datong
04-01,39.63606985,116.46452139471874,39.0,16.0,0.0,0.0,Daxing District
04-01,31.216036,107.5027564,42.0,42.0,0.0,0.0,Dazhou
04-01,36.0823059,101.7136132,5.0,5.0,0.0,0.0,Dehong
04-01,31.1244028,104.39013,18.0,18.0,0.0,0.0,Deyang
04-01,35.57828079999999,104.6173821,9.0,9.0,0.0,0.0,Dingxi
04-01,39.9269012,116.4100395,14.0,1.0,0.0,0.0,Dongcheng District
04-01,23.0444712,113.7465512,100.0,99.0,1.0,0.0,Dongguan
04-01,39.12330225,117.36387376345192,4.0,4.0,0.0,0.0,Dongli District
04-01,30.1980965,109.6755462,252.0,245.0,7.0,0.0,Enshi Tujia and Miao Autonomous Prefecture
04-01,30.4079084,114.8784297,1394.0,1335.0,59.0,0.0,Ezhou
04-01,39.7145318,115.86050079650428,16.0,3.0,0.0,0.0,Fangshan District
04-01,39.8571176,116.2804172,43.0,3.0,0.0,0.0,Fengtai District
04-01,30.9204487,121.4693834,9.0,9.0,0.0,0.0,Fengxian District
04-01,23.0247687,113.1146335,94.0,84.0,0.0,0.0,Foshan
04-01,42.0151733,121.6452868,8.0,8.0,0.0,0.0,Fuxin
04-01,27.9957951,116.353245,72.0,71.0,1.0,0.0,Fuzhou
04-01,34.5177861,102.6590876,8.0,8.0,0.0,0.0,Gannan
04-01,30.641893900000003,100.5623286,78.0,78.0,0.0,0.0,Garzê Tibetan Autonomous Prefecture
04-01,30.459305100000005,106.6286646,30.0,30.0,0.0,0.0,Guang'an
04-01,32.4329637,105.8563402,6.0,6.0,0.0,0.0,Guangyuan
04-01,23.1301964,113.2592945,440.0,351.0,1.0,6.0,Guangzhou
04-01,39.9580718,116.292405,64.0,0.0,0.0,0.0,Haidian District
04-01,35.47625189999999,110.4508029,1.0,1.0,0.0,0.0,Hancheng
04-01,36.583333,114.483333,32.0,32.0,0.0,0.0,Handan
04-01,33.069049,107.018889,26.0,26.0,0.0,0.0,Hanzhong
04-01,39.1617409,117.21320426420912,12.0,12.0,0.0,0.0,Hebei District
04-01,35.0900603,118.3972545,15.0,14.0,1.0,0.0,Hedong District
04-01,37.7364305,115.6677229,8.0,8.0,0.0,0.0,Hengshui
04-01,39.1180526,117.19409658057593,6.0,6.0,0.0,0.0,Heping District
04-01,39.08100425,117.21368664115822,4.0,4.0,0.0,0.0,Hexi District
04-01,23.746777,114.6954482,4.0,4.0,0.0,0.0,Heyuan
04-01,40.8337963,111.6730788,7.0,7.0,0.0,0.0,Hohhot
04-01,23.234737,102.301136,9.0,9.0,0.0,0.0,Honghe
04-01,31.266703000000003,121.501751,7.0,7.0,0.0,0.0,Hongkou District
04-01,39.16454495,117.14646733034284,2.0,2.0,0.0,0.0,Hongqiao District
04-01,40.64575865000001,116.624596525,7.0,0.0,0.0,0.0,Huairou District
04-01,30.4494243,114.8653378,2907.0,2782.0,125.0,0.0,Huanggang
04-01,31.2335925,121.479864,6.0,6.0,0.0,0.0,Huangpu District
04-01,30.2134399,115.0670135,1015.0,976.0,39.0,0.0,Huangshi
04-01,29.831086100000004,118.3358441,62.0,62.0,0.0,0.0,Huizhou
04-01,40.7515443,120.8404789,12.0,11.0,1.0,0.0,Huludao
04-01,49.2187995,119.7431228,7.0,7.0,0.0,0.0,Hulunbuir
04-01,31.3838958,121.2461723,9.0,7.0,1.0,0.0,Jiading District
04-01,22.5766294,113.079047,23.0,23.0,0.0,0.0,Jiangmen
04-01,23.5430817,116.3497169,9.0,8.0,0.0,0.0,Jieyang
04-01,38.5206719,102.185973,1.0,1.0,0.0,0.0,Jinchang
04-01,35.493783,112.8519862,10.0,10.0,0.0,0.0,Jincheng
04-01,31.2297756,121.44306,16.0,15.0,1.0,0.0,Jing'an District
04-01,31.0348589,112.1973384,928.0,887.0,41.0,0.0,Jingmen
04-01,30.3543831,112.1880958,1580.0,1528.0,52.0,0.0,Jingzhou
04-01,38.9618663,117.40800847868007,2.0,2.0,0.0,0.0,Jinnan District
04-01,30.744817,121.3372571,4.0,4.0,0.0,0.0,Jinshan District
04-01,37.68667960000001,112.7383414,37.0,37.0,0.0,0.0,Jinzhong
04-01,41.108528,121.1194219,12.0,12.0,0.0,0.0,Jinzhou
04-01,25.0437977,102.714338,53.0,53.0,0.0,0.0,Kunming
04-01,39.5128345,116.6997446,30.0,30.0,0.0,0.0,Langfang
04-01,36.0606904,103.8305691,37.0,34.0,2.0,0.0,Lanzhou
04-01,29.5608755,103.7619922,3.0,3.0,0.0,0.0,Leshan
04-01,27.7462884,102.0966149,13.0,13.0,0.0,0.0,Liangshan Yi Autonomous Prefecture
04-01,41.273887,123.1693463,4.0,3.0,0.0,0.0,Liaoyang
04-01,26.874086600000005,100.2356332,7.0,7.0,0.0,0.0,Lijiang
04-01,23.88848,100.0879344,1.0,1.0,0.0,0.0,Lincang
04-01,36.0885338,111.512998,2.0,2.0,0.0,0.0,Linfen
04-01,35.54418629999999,103.0715757,3.0,3.0,0.0,0.0,Linxia
04-01,33.387124,104.9313723,4.0,4.0,0.0,0.0,Longnan
04-01,25.0974393,117.0151162,6.0,6.0,0.0,0.0,Longyan
04-01,28.874514500000004,105.4394183,24.0,24.0,0.0,0.0,Luzhou
04-01,37.5200946,111.1444891,6.0,6.0,0.0,0.0,Lüliang
04-01,21.6656562,110.9196315,14.0,14.0,0.0,0.0,Maoming
04-01,30.0765357,103.8432023,8.0,8.0,0.0,0.0,Meishan
04-01,24.3053552,116.1177436,17.0,16.0,0.0,0.0,Meizhou
04-01,39.9938234,115.79514457510444,3.0,2.0,0.0,0.0,Mentougou District
04-01,31.458932,104.750108,22.0,22.0,0.0,0.0,Mianyang
04-01,31.114766600000006,121.3769429,19.0,19.0,0.0,0.0,Minhang District
04-01,40.3751032,116.8371838,7.0,0.0,0.0,0.0,Miyun District
04-01,30.839161600000004,106.1078202,39.0,39.0,0.0,0.0,Nanchong
04-01,39.10772605,117.14923148931238,6.0,6.0,0.0,0.0,Nankai District
04-01,26.6417374,118.173639,20.0,20.0,0.0,0.0,Nanping
04-01,29.5910776,105.0629494,22.0,22.0,0.0,0.0,Neijiang
04-01,32.41875,102.6366383,1.0,1.0,0.0,0.0,Ngawa Tibetan and Qiang Autonomous Prefecture
04-01,26.6655699,119.5224895,26.0,26.0,0.0,0.0,Ningde
04-01,39.60814570000001,109.7763659,11.0,11.0,0.0,0.0,Ordos
04-01,41.1169056,122.0655098,11.0,11.0,0.0,0.0,Panjin
04-01,26.5860102,101.7179276,16.0,16.0,0.0,0.0,Panzhihua
04-01,35.5410175,106.6798544,9.0,9.0,0.0,0.0,Pingliang
04-01,22.77326,100.9707544,4.0,4.0,0.0,0.0,Pu'er
04-01,26.1719,108.988,61.0,60.0,1.0,0.0,Pudong District
04-01,25.4342199,119.0074625,56.0,56.0,0.0,0.0,Putian
04-01,29.885886,122.47796430556356,11.0,11.0,0.0,0.0,Putuo District
04-01,29.536148,108.7673528,198.0,189.0,9.0,0.0,Qianjiang
04-01,31.1521636,121.1195519,6.0,6.0,0.0,0.0,Qingpu District
04-01,35.7106146,107.6384287,3.0,3.0,0.0,0.0,Qingyang
04-01,23.6832984,113.0505994,12.0,12.0,0.0,0.0,Qingyuan
04-01,39.9395724,119.5894129,10.0,9.0,1.0,0.0,Qinhuangdao
04-01,24.9038801,118.5851458,47.0,47.0,0.0,0.0,Quanzhou
04-01,25.4902717,103.79654,13.0,13.0,0.0,0.0,Qujing
04-01,26.2367951,117.6038491,14.0,14.0,0.0,0.0,Sanming
04-01,33.8678555,109.9353876,7.0,7.0,0.0,0.0,Shangluo
04-01,23.356377,116.6775918,25.0,25.0,0.0,0.0,Shantou
04-01,22.7893675,115.3721503,5.0,5.0,0.0,0.0,Shanwei
04-01,24.8134099,113.5923564,10.0,9.0,1.0,0.0,Shaoguan
04-01,31.58339,110.497198,11.0,11.0,0.0,0.0,Shennongjia
04-01,41.8041094,123.4276363,32.0,29.0,0.0,0.0,Shenyang
04-01,22.555454,114.0543297,451.0,416.0,3.0,1.0,Shenzhen
04-01,38.04,114.47,29.0,29.0,0.0,0.0,Shijiazhuang
04-01,39.9046102,116.216797,14.0,9.0,0.0,0.0,Shijingshan District
04-01,32.6420675,110.7782466,672.0,664.0,8.0,0.0,Shiyan
04-01,40.158330600000006,116.72011452233473,10.0,10.0,0.0,0.0,Shunyi District
04-01,39.3307915,112.4235469,8.0,8.0,0.0,0.0,Shuozhou
04-01,31.02959325,121.21083753446176,14.0,14.0,0.0,0.0,Songjiang District
04-01,33.8963659,117.94528400000002,17.0,17.0,0.0,0.0,Suining
04-01,31.6921655,113.375823,1307.0,1262.0,45.0,0.0,Suizhou
04-01,37.8561856,112.5561744,20.0,20.0,0.0,0.0,Taiyuan
04-01,39.6295799,118.1739275,58.0,55.0,1.0,0.0,Tangshan
04-01,30.6635516,113.16161909999998,496.0,481.0,15.0,0.0,Tianmen
04-01,34.579753100000005,105.70629209999998,12.0,12.0,0.0,0.0,Tianshui
04-01,42.28952329999999,123.8394899,8.0,7.0,0.0,0.0,Tieling
04-01,34.9034852,108.9461781,8.0,8.0,0.0,0.0,Tongchuan
04-01,43.6392011,122.2497308,7.0,7.0,0.0,0.0,Tongliao
04-01,39.8115124,116.72847046526287,19.0,1.0,0.0,0.0,Tongzhou District
04-01,40.9902685,113.1315646,3.0,3.0,0.0,0.0,Ulanqab
04-01,34.5037437,109.4572848,15.0,15.0,0.0,0.0,Weinan
04-01,24.989786,121.570458,2.0,2.0,0.0,0.0,Wenshan
04-01,39.6540161,106.7879045,2.0,2.0,0.0,0.0,Wuhai
04-01,30.595105100000005,114.2999353,50007.0,46175.0,2553.0,0.0,Wuhan
04-01,39.4118806,117.08487604983034,2.0,2.0,0.0,0.0,Wuqing District
04-01,34.3468421,108.93658870000002,120.0,117.0,3.0,0.0,Xi'an
04-01,24.4758496,118.0746834,35.0,35.0,0.0,0.0,Xiamen
04-01,32.0199223,112.1454107,1175.0,1135.0,39.0,0.0,Xiangyang
04-01,29.8437545,114.3169418,836.0,821.0,15.0,0.0,Xianning
04-01,30.3635622,113.4170705,575.0,552.0,22.0,0.0,Xiantao
04-01,34.3075655,108.7234362,17.0,17.0,0.0,0.0,Xianyang
04-01,30.9203436,113.94965159999998,3518.0,3389.0,128.0,0.0,Xiaogan
04-01,39.91086720000001,116.3599221,53.0,0.0,0.0,0.0,Xicheng District
04-01,37.0658469,114.4921929,23.0,22.0,1.0,0.0,Xingtai
04-01,38.4139173,112.730463,7.0,7.0,0.0,0.0,Xinzhou
04-01,39.00180855,117.15895722706259,4.0,4.0,0.0,0.0,Xiqing District
04-01,22.0107549,100.7960029,15.0,14.0,1.0,0.0,Xishuangbanna
04-01,31.163698,121.4279938,18.0,17.0,1.0,0.0,Xuhui District
04-01,29.985931,103.0087944,7.0,7.0,0.0,0.0,Ya'an
04-01,36.58539320000001,109.4828549,8.0,8.0,0.0,0.0,Yan'an
04-01,21.8526328,111.95935,14.0,14.0,0.0,0.0,Yangjiang
04-01,34.271725,108.0800183,1.0,1.0,0.0,0.0,Yangling District in Xianyang
04-01,31.2620112,121.5214305,9.0,9.0,0.0,0.0,Yangpu District
04-01,37.85862,113.5730276,4.0,4.0,0.0,0.0,Yangquan
04-01,36.6243585,120.4342057,1.0,0.0,0.0,0.0,Yanqing District
04-01,28.765792699999995,104.6353116,12.0,12.0,0.0,0.0,Yibin
04-01,30.7031196,111.27501809999998,931.0,894.0,36.0,0.0,Yichang
04-01,40.67471550000001,122.2357736,1.0,1.0,0.0,0.0,Yingkou
04-01,38.285295700000006,109.72875829999998,3.0,3.0,0.0,0.0,Yulin
04-01,35.027637,111.002141,19.0,19.0,0.0,0.0,Yuncheng
04-01,28.5698848,102.6350839,14.0,13.0,1.0,0.0,Yuxi
04-01,40.8228016,114.880567,41.0,41.0,0.0,0.0,Zhangjiakou
04-01,38.9365134,100.4556326,2.0,2.0,0.0,0.0,Zhangye
04-01,24.5081859,117.6496027,20.0,20.0,0.0,0.0,Zhangzhou
04-01,21.2745127,110.3541291,24.0,22.0,0.0,2.0,Zhanjiang
04-01,23.0515551,112.4728451,20.0,18.0,1.0,0.0,Zhaoqing
04-01,27.3376718,103.7144348,25.0,25.0,0.0,0.0,Zhaotong
04-01,22.5213807,113.3656141,68.0,68.0,0.0,0.0,Zhongshan
04-01,22.2305196,113.5462439,103.0,97.0,1.0,1.0,Zhuhai
04-01,29.342000800000005,104.7761594,9.0,9.0,0.0,0.0,Zigong
04-01,30.1235983,104.6481144,4.0,4.0,0.0,0.0,Ziyang
03-31,41.108124200000006,122.9899705,5.0,4.0,0.0,0.0,Anshan
03-31,39.5898316,117.41230952752552,60.0,58.0,2.0,0.0,Baodi District
03-31,31.4066338,121.4851577,9.0,9.0,0.0,0.0,Baoshan
03-31,31.4066338,121.4851577,22.0,19.0,1.0,0.0,Baoshan District
03-31,40.6549157,109.8344586,11.0,11.0,0.0,0.0,Baotou
03-31,40.7411867,107.3826113,8.0,7.0,1.0,0.0,Bayannur
03-31,39.24931055,117.19869893358988,6.0,6.0,0.0,0.0,Beichen District
03-31,41.297577,123.7646562,3.0,3.0,0.0,0.0,Benxi
03-31,39.00157720000001,117.7116387,3.0,3.0,0.0,0.0,Binhai New Area
03-31,45.7774951,127.6646783,15.0,15.0,0.0,0.0,Binzhou
03-31,31.2092762,121.3899859,13.0,13.0,0.0,0.0,Changning District
03-31,40.2141429,116.17226818841999,29.0,10.0,0.0,0.0,Changping District
03-31,31.8129864,119.9692045,51.0,51.0,0.0,0.0,Changzhou
03-31,39.92044979999999,116.43691090000002,6.0,5.0,1.0,0.0,Chaoyang
03-31,39.92044979999999,116.43691090000002,72.0,0.0,0.0,0.0,Chaoyang District
03-31,23.6566146,116.6205482,6.0,5.0,0.0,0.0,Chaozhou
03-31,42.2799929,118.9426131,9.0,9.0,0.0,0.0,Chifeng
03-31,31.6313393,121.5337768,4.0,4.0,0.0,0.0,Chongming District
03-31,25.4320355,101.7047854,4.0,4.0,0.0,0.0,Chuxiong
03-31,13.922542000000002,44.768269,13.0,13.0,0.0,0.0,Dali
03-31,38.9181714,121.6282945,24.0,19.0,0.0,0.0,Dalian
03-31,40.128668,124.3863404,11.0,11.0,0.0,0.0,Dandong
03-31,39.63606985,116.46452139471874,39.0,16.0,0.0,0.0,Daxing District
03-31,36.0823059,101.7136132,5.0,5.0,0.0,0.0,Dehong
03-31,37.4486676,116.305416,37.0,35.0,2.0,0.0,Dezhou
03-31,39.9269012,116.4100395,14.0,1.0,0.0,0.0,Dongcheng District
03-31,23.0444712,113.7465512,100.0,99.25,1.0,0.0,Dongguan
03-31,39.12330225,117.36387376345192,4.0,4.0,0.0,0.0,Dongli District
03-31,30.1980965,109.6755462,252.0,245.0,7.0,0.0,Enshi Tujia and Miao Autonomous Prefecture
03-31,30.4079084,114.8784297,1394.0,1335.0,59.0,0.0,Ezhou
03-31,39.7145318,115.86050079650428,16.0,3.0,0.0,0.0,Fangshan District
03-31,39.8571176,116.2804172,43.0,3.0,0.0,0.0,Fengtai District
03-31,30.9204487,121.4693834,9.0,9.0,0.0,0.0,Fengxian District
03-31,23.0247687,113.1146335,93.0,84.0,0.0,0.0,Foshan
03-31,42.0151733,121.6452868,8.0,8.0,0.0,0.0,Fuxin
03-31,27.9957951,116.353245,72.0,71.0,1.0,0.0,Fuzhou
03-31,23.1301964,113.2592945,432.0,337.0,1.0,6.0,Guangzhou
03-31,39.9580718,116.292405,64.0,0.0,0.0,0.0,Haidian District
03-31,30.2489634,120.2052342,181.0,181.0,0.0,0.0,Hangzhou
03-31,39.1617409,117.21320426420912,12.0,12.0,0.0,0.0,Hebei District
03-31,35.0900603,118.3972545,15.0,14.0,1.0,0.0,Hedong District
03-31,39.1180526,117.19409658057593,6.0,6.0,0.0,0.0,Heping District
03-31,39.08100425,117.21368664115822,4.0,4.0,0.0,0.0,Hexi District
03-31,23.746777,114.6954482,4.0,4.0,0.0,0.0,Heyuan
03-31,35.2477266,115.4464761,18.0,18.0,0.0,0.0,Heze
03-31,40.8337963,111.6730788,7.0,7.0,0.0,0.0,Hohhot
03-31,23.234737,102.301136,9.0,9.0,0.0,0.0,Honghe
03-31,31.266703000000003,121.501751,7.0,7.0,0.0,0.0,Hongkou District
03-31,39.16454495,117.14646733034284,2.0,2.0,0.0,0.0,Hongqiao District
03-31,32.5866826,117.0130019,66.0,66.0,0.0,0.0,Huainan
03-31,40.64575865000001,116.624596525,7.0,0.0,0.0,0.0,Huairou District
03-31,30.4494243,114.8653378,2907.0,2782.0,125.0,0.0,Huanggang
03-31,31.2335925,121.479864,6.0,6.0,0.0,0.0,Huangpu District
03-31,30.2134399,115.0670135,1015.0,976.0,39.0,0.0,Huangshi
03-31,29.831086100000004,118.3358441,62.0,62.0,0.0,0.0,Huizhou
03-31,40.7515443,120.8404789,12.0,11.0,1.0,0.0,Huludao
03-31,49.2187995,119.7431228,7.0,7.0,0.0,0.0,Hulunbuir
03-31,30.8942995,120.0851114,10.0,10.0,0.0,0.0,Huzhou
03-31,31.3838958,121.2461723,9.0,7.0,1.0,0.0,Jiading District
03-31,22.5766294,113.079047,23.0,23.0,0.0,0.0,Jiangmen
03-31,30.7474425,120.7510971,46.0,45.0,0.0,0.0,Jiaxing
03-31,23.5430817,116.3497169,9.0,8.0,0.0,0.0,Jieyang
03-31,36.6507007,117.1140042,47.0,47.0,0.0,0.0,Jinan
03-31,31.2297756,121.44306,16.0,15.0,1.0,0.0,Jing'an District
03-31,31.0348589,112.1973384,928.0,887.0,40.0,0.0,Jingmen
03-31,30.3543831,112.1880958,1580.0,1528.0,52.0,0.0,Jingzhou
03-31,29.1080344,119.6486487,55.0,55.0,0.0,0.0,Jinhua
03-31,35.4125047,116.5849266,260.0,260.0,0.0,0.0,Jining
03-31,38.9618663,117.40800847868007,2.0,2.0,0.0,0.0,Jinnan District
03-31,30.744817,121.3372571,4.0,4.0,0.0,0.0,Jinshan District
03-31,41.108528,121.1194219,12.0,12.0,0.0,0.0,Jinzhou
03-31,25.0437977,102.714338,53.0,53.0,0.0,0.0,Kunming
03-31,34.609263299999995,119.1695305,48.0,48.0,0.0,0.0,Lianyungang
03-31,36.4441808,115.9642007,38.0,38.0,0.0,0.0,Liaocheng
03-31,41.273887,123.1693463,4.0,3.0,0.0,0.0,Liaoyang
03-31,26.874086600000005,100.2356332,7.0,7.0,0.0,0.0,Lijiang
03-31,23.88848,100.0879344,1.0,1.0,0.0,0.0,Lincang
03-31,38.554469,14.825471,49.0,49.0,0.0,0.0,Linyi
03-31,31.6506882,119.0262399,17.0,17.0,0.0,0.0,Lishui
03-31,25.0974393,117.0151162,6.0,6.0,0.0,0.0,Longyan
03-31,21.6656562,110.9196315,14.0,14.0,0.0,0.0,Maoming
03-31,24.3053552,116.1177436,17.0,16.0,0.0,0.0,Meizhou
03-31,39.9938234,115.79514457510444,3.0,2.0,0.0,0.0,Mentougou District
03-31,31.114766600000006,121.3769429,19.0,19.0,0.0,0.0,Minhang District
03-31,40.3751032,116.8371838,7.0,0.0,0.0,0.0,Miyun District
03-31,32.060973600000004,118.79164579999998,93.0,93.0,0.0,0.0,Nanjing
03-31,39.10772605,117.14923148931238,6.0,6.0,0.0,0.0,Nankai District
03-31,26.6417374,118.173639,20.0,20.0,0.0,0.0,Nanping
03-31,31.9827896,120.8904588,40.0,40.0,0.0,0.0,Nantong
03-31,29.8622194,121.6203873,157.0,157.0,0.0,0.0,Ningbo
03-31,26.6655699,119.5224895,26.0,26.0,0.0,0.0,Ningde
03-31,39.60814570000001,109.7763659,11.0,11.0,0.0,0.0,Ordos
03-31,41.1169056,122.0655098,11.0,11.0,0.0,0.0,Panjin
03-31,22.77326,100.9707544,4.0,4.0,0.0,0.0,Pu'er
03-31,26.1719,108.988,61.0,60.0,1.0,0.0,Pudong District
03-31,25.4342199,119.0074625,56.0,56.0,0.0,0.0,Putian
03-31,29.885886,122.47796430556356,11.0,11.0,0.0,0.0,Putuo District
03-31,29.536148,108.7673528,198.0,189.0,9.0,0.0,Qianjiang
03-31,36.0638034,120.3781372,61.0,60.0,1.0,0.0,Qingdao
03-31,31.1521636,121.1195519,6.0,6.0,0.0,0.0,Qingpu District
03-31,23.6832984,113.0505994,12.0,12.0,0.0,0.0,Qingyuan
03-31,24.9038801,118.5851458,47.0,47.0,0.0,0.0,Quanzhou
03-31,25.4902717,103.79654,13.0,13.0,0.0,0.0,Qujing
03-31,28.973887,118.8540924,14.0,14.0,0.0,0.0,Quzhou
03-31,35.4150703,119.52145120000002,16.0,16.0,0.0,0.0,Rizhao
03-31,26.2367951,117.6038491,14.0,14.0,0.0,0.0,Sanming
03-31,23.356377,116.6775918,25.0,25.0,0.0,0.0,Shantou
03-31,22.7893675,115.3721503,5.0,5.0,0.0,0.0,Shanwei
03-31,24.8134099,113.5923564,10.0,9.25,1.0,0.0,Shaoguan
03-31,29.9992425,120.576854,42.0,42.0,0.0,0.0,Shaoxing
03-31,31.58339,110.497198,11.0,11.0,0.0,0.0,Shennongjia
03-31,41.8041094,123.4276363,32.0,29.0,0.0,0.0,Shenyang
03-31,22.555454,114.0543297,450.0,414.0,3.0,1.0,Shenzhen
03-31,39.9046102,116.216797,14.0,9.0,0.0,0.0,Shijingshan District
03-31,32.6420675,110.7782466,672.0,664.0,8.0,0.0,Shiyan
03-31,40.158330600000006,116.72011452233473,10.0,10.0,0.0,0.0,Shunyi District
03-31,31.02959325,121.21083753446176,14.0,14.0,0.0,0.0,Songjiang District
03-31,31.6921655,113.375823,1307.0,1262.0,45.0,0.0,Suizhou
03-31,33.9564492,118.2945375,13.0,13.0,0.0,0.0,Suqian
03-31,31.3016935,120.5810725,87.0,87.0,0.0,0.0,Suzhou
03-31,36.2002968,117.0809316,35.0,33.0,2.0,0.0,Tai'an
03-31,32.4614944,119.913445,91.5,91.5,0.0,0.0,Taizhou
03-31,30.6635516,113.16161909999998,496.0,481.0,15.0,0.0,Tianmen
03-31,42.28952329999999,123.8394899,8.0,7.0,0.0,0.0,Tieling
03-31,43.6392011,122.2497308,7.0,7.0,0.0,0.0,Tongliao
03-31,39.8115124,116.72847046526287,19.0,1.0,0.0,0.0,Tongzhou District
03-31,40.9902685,113.1315646,3.0,3.0,0.0,0.0,Ulanqab
03-31,36.7071591,119.1557441,44.0,44.0,0.0,0.0,Weifang
03-31,37.5120997,122.1152599,38.0,37.0,1.0,0.0,Weihai
03-31,24.989786,121.570458,2.0,2.0,0.0,0.0,Wenshan
03-31,27.9958689,120.6915792,504.0,503.0,1.0,0.0,Wenzhou
03-31,39.6540161,106.7879045,2.0,2.0,0.0,0.0,Wuhai
03-31,30.595105100000005,114.2999353,50006.0,46002.0,2548.0,0.0,Wuhan
03-31,39.4118806,117.08487604983034,2.0,2.0,0.0,0.0,Wuqing District
03-31,31.5776264,120.2951311,55.0,55.0,0.0,0.0,Wuxi
03-31,24.4758496,118.0746834,35.0,35.0,0.0,0.0,Xiamen
03-31,32.0199223,112.1454107,1175.0,1135.0,39.0,0.0,Xiangyang
03-31,29.8437545,114.3169418,836.0,821.0,15.0,0.0,Xianning
03-31,30.3635622,113.4170705,575.0,552.0,22.0,0.0,Xiantao
03-31,30.9203436,113.94965159999998,3518.0,3389.0,128.0,0.0,Xiaogan
03-31,39.91086720000001,116.3599221,53.0,0.0,0.0,0.0,Xicheng District
03-31,39.00180855,117.15895722706259,4.0,4.0,0.0,0.0,Xiqing District
03-31,22.0107549,100.7960029,15.0,14.0,1.0,0.0,Xishuangbanna
03-31,31.163698,121.4279938,18.0,17.0,1.0,0.0,Xuhui District
03-31,34.2665541,117.1809741,79.0,79.0,0.0,0.0,Xuzhou
03-31,33.3939707,120.1349541,27.0,27.0,0.0,0.0,Yancheng
03-31,21.8526328,111.95935,14.0,14.0,0.0,0.0,Yangjiang
03-31,31.2620112,121.5214305,9.0,9.0,0.0,0.0,Yangpu District
03-31,32.3926973,119.4365759,23.0,23.0,0.0,0.0,Yangzhou
03-31,36.6243585,120.4342057,1.0,0.0,0.0,0.0,Yanqing District
03-31,37.461928,121.4425255,47.0,47.0,0.0,0.0,Yantai
03-31,30.7031196,111.27501809999998,931.0,894.0,36.0,0.0,Yichang
03-31,40.67471550000001,122.2357736,1.0,1.0,0.0,0.0,Yingkou
03-31,28.5698848,102.6350839,14.0,13.0,1.0,0.0,Yuxi
03-31,34.8113006,117.3178278,24.0,24.0,0.0,0.0,Zaozhuang
